BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
cross_section_air_IST_Lisbon.txt
--------------------------------------------------
O2                                                              
cross_section_air_IST_Lisbon.txt
 
 
 
 Transport coefficients
A1     Mean energy (eV)                                                
A2     Mobility *N (1/m/V/s)                                           
A6     Diffusion coefficient *N (1/m/s)                                
A11    Energy mobility *N (1/m/V/s)                                    
A12    Energy diffusion coef. D*N (1/m/s)                              
A13    Total collision freq. /N (m3/s)                                 
A14    Momentum frequency /N (m3/s)                                    
A16    Total ionization freq. /N (m3/s)                                
A17    Total attachment freq. /N (m3/s)                                
A18    Townsend ioniz. coef. alpha/N (m2)                              
A19    Townsend attach. coef. eta/N (m2)                               
A20    Power /N (eV m3/s)                                              
A21    Elastic power loss /N (eV m3/s)                                 
A22    Inelastic power loss /N (eV m3/s)                               
A23    Growth power /N (eV m3/s)                                       
A27    Maximum energy                                                  
A28    # of iterations                                                 
A29    # of grid trials                                                
          R#    E/N (Td)      A1          A2          A6         A11         A12         A13         A14         A16         A17         A18         A19         A20         A21         A22         A23         A27         A28         A29    
          96   1.929      0.3542      0.4736E+25  0.1415E+25  0.6940E+25  0.1565E+25  0.2729E-13  0.3714E-13   0.000       0.000       0.000       0.000      0.1762E-16  0.4305E-18  0.1719E-16   0.000       2.268       5.000       1.000    
          97   1.942      0.3562      0.4722E+25  0.1417E+25  0.6915E+25  0.1568E+25  0.2739E-13  0.3725E-13   0.000       0.000       0.000       0.000      0.1781E-16  0.4349E-18  0.1737E-16   0.000       2.268       5.000       1.000    
          98   1.956      0.3581      0.4707E+25  0.1419E+25  0.6890E+25  0.1571E+25  0.2749E-13  0.3736E-13   0.000       0.000       0.000       0.000      0.1800E-16  0.4395E-18  0.1756E-16   0.000       2.268       5.000       1.000    
          99   1.969      0.3601      0.4693E+25  0.1421E+25  0.6864E+25  0.1574E+25  0.2760E-13  0.3748E-13   0.000       0.000       0.000       0.000      0.1820E-16  0.4440E-18  0.1775E-16   0.000       2.268       5.000       1.000    
         100   1.983      0.3621      0.4678E+25  0.1423E+25  0.6839E+25  0.1577E+25  0.2770E-13  0.3759E-13   0.000       0.000       0.000       0.000      0.1839E-16  0.4487E-18  0.1794E-16   0.000       2.268       5.000       1.000    
         101   1.997      0.3641      0.4664E+25  0.1425E+25  0.6813E+25  0.1580E+25  0.2780E-13  0.3771E-13   0.000       0.000       0.000       0.000      0.1859E-16  0.4534E-18  0.1814E-16   0.000       2.268       5.000       1.000    
         102   2.010      0.3662      0.4650E+25  0.1427E+25  0.6788E+25  0.1584E+25  0.2791E-13  0.3783E-13   0.000       0.000       0.000       0.000      0.1879E-16  0.4581E-18  0.1833E-16   0.000       2.268       5.000       1.000    
         103   2.024      0.3682      0.4635E+25  0.1429E+25  0.6762E+25  0.1587E+25  0.2801E-13  0.3795E-13   0.000       0.000       0.000       0.000      0.1900E-16  0.4630E-18  0.1853E-16   0.000       2.268       5.000       1.000    
         104   2.038      0.3703      0.4620E+25  0.1431E+25  0.6737E+25  0.1590E+25  0.2812E-13  0.3807E-13   0.000       0.000       0.000       0.000      0.1920E-16  0.4679E-18  0.1873E-16   0.000       2.268       5.000       1.000    
         105   2.053      0.3724      0.4606E+25  0.1433E+25  0.6712E+25  0.1593E+25  0.2823E-13  0.3819E-13   0.000       0.000       0.000       0.000      0.1941E-16  0.4728E-18  0.1893E-16   0.000       2.268       5.000       1.000    
         106   2.067      0.3745      0.4591E+25  0.1435E+25  0.6686E+25  0.1596E+25  0.2834E-13  0.3831E-13   0.000       0.000       0.000       0.000      0.1961E-16  0.4778E-18  0.1914E-16   0.000       2.268       5.000       1.000    
         107   2.081      0.3766      0.4577E+25  0.1437E+25  0.6661E+25  0.1600E+25  0.2845E-13  0.3843E-13   0.000       0.000       0.000       0.000      0.1982E-16  0.4829E-18  0.1934E-16   0.000       2.268       5.000       1.000    
         108   2.096      0.3788      0.4562E+25  0.1439E+25  0.6635E+25  0.1603E+25  0.2856E-13  0.3855E-13   0.000       0.000       0.000       0.000      0.2004E-16  0.4880E-18  0.1955E-16   0.000       2.268       5.000       1.000    
         109   2.110      0.3809      0.4547E+25  0.1441E+25  0.6610E+25  0.1606E+25  0.2867E-13  0.3868E-13   0.000       0.000       0.000       0.000      0.2025E-16  0.4932E-18  0.1976E-16   0.000       2.268       5.000       1.000    
         110   2.125      0.3831      0.4533E+25  0.1443E+25  0.6584E+25  0.1609E+25  0.2878E-13  0.3880E-13   0.000       0.000       0.000       0.000      0.2047E-16  0.4984E-18  0.1997E-16   0.000       2.268       5.000       1.000    
         111   2.140      0.3853      0.4518E+25  0.1445E+25  0.6559E+25  0.1613E+25  0.2889E-13  0.3893E-13   0.000       0.000       0.000       0.000      0.2068E-16  0.5038E-18  0.2018E-16   0.000       2.268       5.000       1.000    
         112   2.154      0.3876      0.4503E+25  0.1447E+25  0.6533E+25  0.1616E+25  0.2900E-13  0.3906E-13   0.000       0.000       0.000       0.000      0.2090E-16  0.5091E-18  0.2039E-16   0.000       2.268       5.000       1.000    
         113   2.169      0.3898      0.4489E+25  0.1450E+25  0.6508E+25  0.1619E+25  0.2912E-13  0.3918E-13   0.000       0.000       0.000       0.000      0.2112E-16  0.5146E-18  0.2061E-16   0.000       2.268       5.000       1.000    
         114   2.184      0.3921      0.4474E+25  0.1452E+25  0.6482E+25  0.1623E+25  0.2923E-13  0.3931E-13   0.000       0.000       0.000       0.000      0.2135E-16  0.5201E-18  0.2083E-16   0.000       2.268       5.000       1.000    
         115   2.200      0.3944      0.4459E+25  0.1454E+25  0.6457E+25  0.1626E+25  0.2935E-13  0.3944E-13   0.000       0.000       0.000       0.000      0.2157E-16  0.5256E-18  0.2105E-16   0.000       2.268       5.000       1.000    
         116   2.215      0.3967      0.4444E+25  0.1456E+25  0.6432E+25  0.1629E+25  0.2946E-13  0.3958E-13   0.000       0.000       0.000       0.000      0.2180E-16  0.5313E-18  0.2127E-16   0.000       2.268       5.000       1.000    
         117   2.230      0.3990      0.4429E+25  0.1458E+25  0.6406E+25  0.1633E+25  0.2958E-13  0.3971E-13   0.000       0.000       0.000       0.000      0.2203E-16  0.5369E-18  0.2149E-16   0.000       2.268       5.000       1.000    
         118   2.246      0.4013      0.4415E+25  0.1461E+25  0.6381E+25  0.1636E+25  0.2969E-13  0.3984E-13   0.000       0.000       0.000       0.000      0.2226E-16  0.5427E-18  0.2172E-16   0.000       2.268       5.000       1.000    
         119   2.261      0.4037      0.4400E+25  0.1463E+25  0.6356E+25  0.1639E+25  0.2981E-13  0.3998E-13   0.000       0.000       0.000       0.000      0.2250E-16  0.5485E-18  0.2195E-16   0.000       2.268       5.000       1.000    
         120   2.277      0.4061      0.4385E+25  0.1465E+25  0.6330E+25  0.1643E+25  0.2993E-13  0.4011E-13   0.000       0.000       0.000       0.000      0.2273E-16  0.5544E-18  0.2218E-16   0.000       2.268       5.000       1.000    
         121   2.293      0.4085      0.4370E+25  0.1468E+25  0.6305E+25  0.1646E+25  0.3005E-13  0.4025E-13   0.000       0.000       0.000       0.000      0.2297E-16  0.5603E-18  0.2241E-16   0.000       2.268       5.000       1.000    
         122   2.309      0.4109      0.4355E+25  0.1470E+25  0.6280E+25  0.1649E+25  0.3017E-13  0.4039E-13   0.000       0.000       0.000       0.000      0.2321E-16  0.5663E-18  0.2264E-16   0.000       2.268       5.000       1.000    
         123   2.325      0.4133      0.4340E+25  0.1472E+25  0.6255E+25  0.1653E+25  0.3029E-13  0.4053E-13   0.000       0.000       0.000       0.000      0.2345E-16  0.5724E-18  0.2288E-16   0.000       2.268       5.000       1.000    
         124   2.341      0.4158      0.4325E+25  0.1475E+25  0.6230E+25  0.1656E+25  0.3041E-13  0.4067E-13   0.000       0.000       0.000       0.000      0.2370E-16  0.5785E-18  0.2312E-16   0.000       2.268       5.000       1.000    
         125   2.357      0.4183      0.4310E+25  0.1477E+25  0.6205E+25  0.1659E+25  0.3054E-13  0.4081E-13   0.000       0.000       0.000       0.000      0.2395E-16  0.5847E-18  0.2336E-16   0.000       2.268       5.000       1.000    
         126   2.373      0.4207      0.4295E+25  0.1479E+25  0.6180E+25  0.1663E+25  0.3066E-13  0.4095E-13   0.000       0.000       0.000       0.000      0.2420E-16  0.5910E-18  0.2360E-16   0.000       2.268       5.000       1.000    
         127   2.390      0.4233      0.4280E+25  0.1482E+25  0.6155E+25  0.1666E+25  0.3078E-13  0.4109E-13   0.000       0.000       0.000       0.000      0.2445E-16  0.5973E-18  0.2385E-16   0.000       2.268       5.000       1.000    
         128   2.406      0.4258      0.4265E+25  0.1484E+25  0.6130E+25  0.1670E+25  0.3091E-13  0.4124E-13   0.000       0.000       0.000       0.000      0.2470E-16  0.6037E-18  0.2410E-16   0.000       2.268       5.000       1.000    
         129   2.423      0.4283      0.4250E+25  0.1487E+25  0.6105E+25  0.1673E+25  0.3103E-13  0.4138E-13   0.000       0.000       0.000       0.000      0.2496E-16  0.6101E-18  0.2434E-16   0.000       2.268       5.000       1.000    
         130   2.440      0.4309      0.4235E+25  0.1489E+25  0.6080E+25  0.1676E+25  0.3116E-13  0.4153E-13   0.000       0.000       0.000       0.000      0.2521E-16  0.6166E-18  0.2460E-16   0.000       2.268       5.000       1.000    
         131   2.457      0.4335      0.4220E+25  0.1492E+25  0.6055E+25  0.1680E+25  0.3129E-13  0.4168E-13   0.000       0.000       0.000       0.000      0.2547E-16  0.6232E-18  0.2485E-16   0.000       2.268       5.000       1.000    
         132   2.474      0.4361      0.4205E+25  0.1494E+25  0.6031E+25  0.1683E+25  0.3141E-13  0.4183E-13   0.000       0.000       0.000       0.000      0.2574E-16  0.6298E-18  0.2511E-16   0.000       2.268       5.000       1.000    
         133   2.491      0.4387      0.4190E+25  0.1496E+25  0.6006E+25  0.1686E+25  0.3154E-13  0.4198E-13   0.000       0.000       0.000       0.000      0.2600E-16  0.6365E-18  0.2536E-16   0.000       2.268       5.000       1.000    
         134   2.508      0.4413      0.4175E+25  0.1499E+25  0.5982E+25  0.1690E+25  0.3167E-13  0.4213E-13   0.000       0.000       0.000       0.000      0.2627E-16  0.6433E-18  0.2563E-16   0.000       2.268       5.000       1.000    
         135   2.526      0.4439      0.4160E+25  0.1501E+25  0.5957E+25  0.1693E+25  0.3180E-13  0.4228E-13   0.000       0.000       0.000       0.000      0.2654E-16  0.6501E-18  0.2589E-16   0.000       2.268       5.000       1.000    
         136   2.543      0.4466      0.4145E+25  0.1504E+25  0.5933E+25  0.1696E+25  0.3193E-13  0.4243E-13   0.000       0.000       0.000       0.000      0.2681E-16  0.6569E-18  0.2615E-16   0.000       2.268       5.000       1.000    
         137   2.561      0.4493      0.4130E+25  0.1507E+25  0.5909E+25  0.1700E+25  0.3206E-13  0.4259E-13   0.000       0.000       0.000       0.000      0.2709E-16  0.6639E-18  0.2642E-16   0.000       2.268       5.000       1.000    
         138   2.579      0.4520      0.4115E+25  0.1509E+25  0.5884E+25  0.1703E+25  0.3219E-13  0.4274E-13   0.000       0.000       0.000       0.000      0.2736E-16  0.6708E-18  0.2669E-16   0.000       2.268       5.000       1.000    
         139   2.597      0.4547      0.4100E+25  0.1512E+25  0.5860E+25  0.1706E+25  0.3232E-13  0.4290E-13   0.000       0.000       0.000       0.000      0.2764E-16  0.6779E-18  0.2696E-16   0.000       2.268       5.000       1.000    
         140   2.615      0.4574      0.4085E+25  0.1514E+25  0.5836E+25  0.1710E+25  0.3245E-13  0.4306E-13   0.000       0.000       0.000       0.000      0.2792E-16  0.6850E-18  0.2724E-16   0.000       2.268       5.000       1.000    
         141   2.633      0.4601      0.4070E+25  0.1517E+25  0.5812E+25  0.1713E+25  0.3258E-13  0.4322E-13   0.000       0.000       0.000       0.000      0.2821E-16  0.6921E-18  0.2752E-16   0.000       2.268       5.000       1.000    
         142   2.651      0.4629      0.4055E+25  0.1519E+25  0.5788E+25  0.1716E+25  0.3272E-13  0.4338E-13   0.000       0.000       0.000       0.000      0.2850E-16  0.6993E-18  0.2780E-16   0.000       2.268       5.000       1.000    
         143   2.669      0.4657      0.4039E+25  0.1522E+25  0.5765E+25  0.1719E+25  0.3285E-13  0.4354E-13   0.000       0.000       0.000       0.000      0.2879E-16  0.7066E-18  0.2808E-16   0.000       2.268       5.000       1.000    
         144   2.688      0.4684      0.4024E+25  0.1525E+25  0.5741E+25  0.1723E+25  0.3298E-13  0.4370E-13   0.000       0.000       0.000       0.000      0.2908E-16  0.7139E-18  0.2836E-16   0.000       2.268       5.000       1.000    
         145   2.707      0.4712      0.4009E+25  0.1527E+25  0.5718E+25  0.1726E+25  0.3312E-13  0.4387E-13   0.000       0.000       0.000       0.000      0.2937E-16  0.7213E-18  0.2865E-16   0.000       2.268       5.000       1.000    
         146   2.725      0.4740      0.3994E+25  0.1530E+25  0.5694E+25  0.1729E+25  0.3325E-13  0.4403E-13   0.000       0.000       0.000       0.000      0.2967E-16  0.7288E-18  0.2894E-16   0.000       2.268       5.000       1.000    
         147   2.744      0.4769      0.3979E+25  0.1532E+25  0.5671E+25  0.1732E+25  0.3339E-13  0.4420E-13   0.000       0.000       0.000       0.000      0.2997E-16  0.7362E-18  0.2923E-16   0.000       2.268       5.000       1.000    
         148   2.763      0.4797      0.3964E+25  0.1535E+25  0.5647E+25  0.1736E+25  0.3352E-13  0.4437E-13   0.000       0.000       0.000       0.000      0.3027E-16  0.7438E-18  0.2953E-16   0.000       2.268       5.000       1.000    
         149   2.783      0.4825      0.3949E+25  0.1538E+25  0.5624E+25  0.1739E+25  0.3366E-13  0.4453E-13   0.000       0.000       0.000       0.000      0.3058E-16  0.7514E-18  0.2983E-16   0.000       2.268       5.000       1.000    
         150   2.802      0.4854      0.3934E+25  0.1540E+25  0.5601E+25  0.1742E+25  0.3380E-13  0.4470E-13   0.000       0.000       0.000       0.000      0.3089E-16  0.7590E-18  0.3013E-16   0.000       2.268       5.000       1.000    
         151   2.821      0.4883      0.3919E+25  0.1543E+25  0.5578E+25  0.1745E+25  0.3394E-13  0.4487E-13   0.000       0.000       0.000       0.000      0.3120E-16  0.7667E-18  0.3043E-16   0.000       2.268       5.000       1.000    
         152   2.841      0.4911      0.3905E+25  0.1546E+25  0.5556E+25  0.1748E+25  0.3407E-13  0.4505E-13   0.000       0.000       0.000       0.000      0.3151E-16  0.7745E-18  0.3074E-16   0.000       2.268       5.000       1.000    
         153   2.861      0.4940      0.3890E+25  0.1548E+25  0.5533E+25  0.1752E+25  0.3421E-13  0.4522E-13   0.000       0.000       0.000       0.000      0.3183E-16  0.7823E-18  0.3105E-16   0.000       2.268       5.000       1.000    
         154   2.880      0.4969      0.3875E+25  0.1551E+25  0.5510E+25  0.1755E+25  0.3435E-13  0.4539E-13   0.000       0.000       0.000       0.000      0.3215E-16  0.7901E-18  0.3136E-16   0.000       2.268       5.000       1.000    
         155   2.900      0.4998      0.3860E+25  0.1554E+25  0.5488E+25  0.1758E+25  0.3449E-13  0.4557E-13   0.000       0.000       0.000       0.000      0.3247E-16  0.7980E-18  0.3167E-16   0.000       2.268       5.000       1.000    
         156   2.921      0.5028      0.3845E+25  0.1556E+25  0.5465E+25  0.1761E+25  0.3463E-13  0.4574E-13   0.000       0.000       0.000       0.000      0.3280E-16  0.8059E-18  0.3199E-16   0.000       2.268       5.000       1.000    
         157   2.941      0.5057      0.3830E+25  0.1559E+25  0.5443E+25  0.1764E+25  0.3477E-13  0.4592E-13   0.000       0.000       0.000       0.000      0.3312E-16  0.8139E-18  0.3231E-16   0.000       2.268       5.000       1.000    
         158   2.961      0.5086      0.3815E+25  0.1562E+25  0.5421E+25  0.1767E+25  0.3491E-13  0.4610E-13   0.000       0.000       0.000       0.000      0.3346E-16  0.8220E-18  0.3263E-16   0.000       2.268       5.000       1.000    
         159   2.982      0.5116      0.3800E+25  0.1564E+25  0.5399E+25  0.1770E+25  0.3505E-13  0.4628E-13   0.000       0.000       0.000       0.000      0.3379E-16  0.8300E-18  0.3296E-16   0.000       2.268       5.000       1.000    
         160   3.002      0.5145      0.3786E+25  0.1567E+25  0.5377E+25  0.1773E+25  0.3519E-13  0.4646E-13   0.000       0.000       0.000       0.000      0.3413E-16  0.8382E-18  0.3329E-16   0.000       2.268       5.000       1.000    
         161   3.023      0.5175      0.3771E+25  0.1570E+25  0.5355E+25  0.1776E+25  0.3533E-13  0.4664E-13   0.000       0.000       0.000       0.000      0.3447E-16  0.8463E-18  0.3362E-16   0.000       2.268       5.000       1.000    
         162   3.044      0.5205      0.3756E+25  0.1572E+25  0.5334E+25  0.1779E+25  0.3547E-13  0.4683E-13   0.000       0.000       0.000       0.000      0.3481E-16  0.8545E-18  0.3396E-16   0.000       2.268       5.000       1.000    
         163   3.065      0.5234      0.3742E+25  0.1575E+25  0.5312E+25  0.1782E+25  0.3561E-13  0.4701E-13   0.000       0.000       0.000       0.000      0.3516E-16  0.8628E-18  0.3429E-16   0.000       2.268       5.000       1.000    
         164   3.087      0.5264      0.3727E+25  0.1578E+25  0.5291E+25  0.1785E+25  0.3575E-13  0.4719E-13   0.000       0.000       0.000       0.000      0.3551E-16  0.8711E-18  0.3464E-16   0.000       2.268       5.000       1.000    
         165   3.108      0.5294      0.3712E+25  0.1580E+25  0.5270E+25  0.1788E+25  0.3589E-13  0.4738E-13   0.000       0.000       0.000       0.000      0.3586E-16  0.8794E-18  0.3498E-16   0.000       2.268       5.000       1.000    
         166   3.130      0.5324      0.3698E+25  0.1583E+25  0.5248E+25  0.1791E+25  0.3603E-13  0.4757E-13   0.000       0.000       0.000       0.000      0.3622E-16  0.8878E-18  0.3533E-16   0.000       2.268       5.000       1.000    
         167   3.151      0.5354      0.3683E+25  0.1586E+25  0.5227E+25  0.1794E+25  0.3617E-13  0.4775E-13   0.000       0.000       0.000       0.000      0.3658E-16  0.8962E-18  0.3568E-16   0.000       2.268       5.000       1.000    
         168   3.173      0.5384      0.3669E+25  0.1588E+25  0.5207E+25  0.1797E+25  0.3632E-13  0.4794E-13   0.000       0.000       0.000       0.000      0.3694E-16  0.9046E-18  0.3603E-16   0.000       2.268       5.000       1.000    
         169   3.195      0.5414      0.3654E+25  0.1591E+25  0.5186E+25  0.1800E+25  0.3646E-13  0.4813E-13   0.000       0.000       0.000       0.000      0.3731E-16  0.9131E-18  0.3639E-16   0.000       2.268       5.000       1.000    
         170   3.217      0.5445      0.3640E+25  0.1594E+25  0.5165E+25  0.1802E+25  0.3660E-13  0.4832E-13   0.000       0.000       0.000       0.000      0.3768E-16  0.9216E-18  0.3675E-16   0.000       2.268       5.000       1.000    
         171   3.240      0.5475      0.3625E+25  0.1597E+25  0.5145E+25  0.1805E+25  0.3674E-13  0.4852E-13   0.000       0.000       0.000       0.000      0.3805E-16  0.9301E-18  0.3712E-16   0.000       2.268       5.000       1.000    
         172   3.262      0.5505      0.3611E+25  0.1599E+25  0.5124E+25  0.1808E+25  0.3688E-13  0.4871E-13   0.000       0.000       0.000       0.000      0.3843E-16  0.9387E-18  0.3749E-16   0.000       2.268       5.000       1.000    
         173   3.285      0.5535      0.3597E+25  0.1602E+25  0.5104E+25  0.1811E+25  0.3703E-13  0.4890E-13   0.000       0.000       0.000       0.000      0.3881E-16  0.9473E-18  0.3786E-16   0.000       2.268       5.000       1.000    
         174   3.308      0.5566      0.3582E+25  0.1605E+25  0.5084E+25  0.1813E+25  0.3717E-13  0.4910E-13   0.000       0.000       0.000       0.000      0.3919E-16  0.9559E-18  0.3823E-16   0.000       2.268       5.000       1.000    
         175   3.331      0.5596      0.3568E+25  0.1607E+25  0.5064E+25  0.1816E+25  0.3731E-13  0.4930E-13   0.000       0.000       0.000       0.000      0.3958E-16  0.9646E-18  0.3861E-16   0.000       2.268       5.000       1.000    
         176   3.354      0.5627      0.3554E+25  0.1610E+25  0.5044E+25  0.1819E+25  0.3746E-13  0.4949E-13   0.000       0.000       0.000       0.000      0.3997E-16  0.9733E-18  0.3900E-16   0.000       2.268       5.000       1.000    
         177   3.377      0.5657      0.3540E+25  0.1613E+25  0.5024E+25  0.1822E+25  0.3760E-13  0.4969E-13   0.000       0.000       0.000       0.000      0.4037E-16  0.9820E-18  0.3938E-16   0.000       2.268       5.000       1.000    
         178   3.400      0.5687      0.3525E+25  0.1615E+25  0.5005E+25  0.1824E+25  0.3774E-13  0.4989E-13   0.000       0.000       0.000       0.000      0.4076E-16  0.9908E-18  0.3977E-16   0.000       2.268       5.000       1.000    
         179   3.424      0.5718      0.3511E+25  0.1618E+25  0.4986E+25  0.1827E+25  0.3788E-13  0.5009E-13   0.000       0.000       0.000       0.000      0.4117E-16  0.9995E-18  0.4017E-16   0.000       2.268       5.000       1.000    
         180   3.448      0.5748      0.3497E+25  0.1621E+25  0.4966E+25  0.1830E+25  0.3803E-13  0.5029E-13   0.000       0.000       0.000       0.000      0.4157E-16  0.1008E-17  0.4057E-16   0.000       2.268       5.000       1.000    
         181   3.472      0.5779      0.3483E+25  0.1623E+25  0.4947E+25  0.1832E+25  0.3817E-13  0.5049E-13   0.000       0.000       0.000       0.000      0.4198E-16  0.1017E-17  0.4097E-16   0.000       2.268       5.000       1.000    
         182   3.496      0.5809      0.3470E+25  0.1626E+25  0.4928E+25  0.1835E+25  0.3831E-13  0.5069E-13   0.000       0.000       0.000       0.000      0.4240E-16  0.1026E-17  0.4137E-16   0.000       2.268       5.000       1.000    
         183   3.520      0.5840      0.3456E+25  0.1628E+25  0.4909E+25  0.1837E+25  0.3845E-13  0.5090E-13   0.000       0.000       0.000       0.000      0.4282E-16  0.1035E-17  0.4178E-16   0.000       2.268       5.000       1.000    
         184   3.544      0.5870      0.3442E+25  0.1631E+25  0.4890E+25  0.1840E+25  0.3860E-13  0.5110E-13   0.000       0.000       0.000       0.000      0.4324E-16  0.1044E-17  0.4220E-16   0.000       2.268       5.000       1.000    
         185   3.569      0.5899      0.3428E+25  0.1634E+25  0.4873E+25  0.1843E+25  0.3874E-13  0.5131E-13   0.000       0.000       0.000       0.000      0.4367E-16  0.1052E-17  0.4261E-16   0.000       2.701       10.00       2.000    
         186   3.594      0.5930      0.3414E+25  0.1636E+25  0.4854E+25  0.1845E+25  0.3888E-13  0.5151E-13   0.000       0.000       0.000       0.000      0.4410E-16  0.1061E-17  0.4303E-16   0.000       2.701       5.000       1.000    
